max insolation W/m^2	time (yrs)
372.89	-4955000.00
376.09	-4956000.00
378.54	-4957000.00
380.34	-4958000.00
381.14	-4959000.00
381.21	-4960000.00
380.59	-4961000.00
379.08	-4962000.00
376.80	-4963000.00
373.86	-4964000.00
370.23	-4965000.00
366.00	-4966000.00
361.26	-4967000.00
356.10	-4968000.00
350.36	-4969000.00
344.49	-4970000.00
338.36	-4971000.00
332.07	-4972000.00
325.72	-4973000.00
319.51	-4974000.00
313.52	-4975000.00
307.65	-4976000.00
302.31	-4977000.00
297.45	-4978000.00
293.05	-4979000.00
289.50	-4980000.00
286.56	-4981000.00
284.47	-4982000.00
283.24	-4983000.00
282.87	-4984000.00
283.32	-4985000.00
284.57	-4986000.00
286.65	-4987000.00
289.38	-4988000.00
292.69	-4989000.00
296.63	-4990000.00
300.94	-4991000.00
305.56	-4992000.00
310.58	-4993000.00
315.69	-4994000.00
320.85	-4995000.00
326.19	-4996000.00
331.37	-4997000.00
336.48	-4998000.00
341.42	-4999000.00
346.23	-5000000.00
